,name,stars,img,owner,repo_name
396,ZJU-OpenKS/OpenKS,163,https://avatars.githubusercontent.com/u/65882154?s=40&v=4,ZJU-OpenKS,OpenKS
397,opengear-project/GEAR,161,https://avatars.githubusercontent.com/u/163033135?s=40&v=4,opengear-project,GEAR
398,JoshKarpel/spiel,161,https://avatars.githubusercontent.com/u/7133863?s=40&v=4,JoshKarpel,spiel
399,JDASoftwareGroup/kartothek,159,https://avatars.githubusercontent.com/u/45689657?s=40&v=4,JDASoftwareGroup,kartothek
400,pywemo/pywemo,158,https://avatars.githubusercontent.com/u/80224607?s=40&v=4,pywemo,pywemo
401,curveresearch/curvesim,157,https://avatars.githubusercontent.com/u/114625164?s=40&v=4,curveresearch,curvesim
402,Yakifo/amqtt,156,https://avatars.githubusercontent.com/u/79358771?s=40&v=4,Yakifo,amqtt
403,CiwPython/Ciw,156,https://avatars.githubusercontent.com/u/20789286?s=40&v=4,CiwPython,Ciw
404,ualsg/global-streetscapes,155,https://avatars.githubusercontent.com/u/52310604?s=40&v=4,ualsg,global-streetscapes
405,PacktPublishing/Clean-Code-in-Python-Second-Edition,155,https://avatars.githubusercontent.com/u/10974906?s=40&v=4,PacktPublishing,Clean-Code-in-Python-Second-Edition
406,backtrace-labs/umash,155,https://avatars.githubusercontent.com/u/7865171?s=40&v=4,backtrace-labs,umash
407,OpShin/opshin,154,https://avatars.githubusercontent.com/u/102762047?s=40&v=4,OpShin,opshin
408,pckroon/pysmiles,152,https://avatars.githubusercontent.com/u/12967865?s=40&v=4,pckroon,pysmiles
409,rmariano/Clean-code-in-Python,152,https://avatars.githubusercontent.com/u/1331988?s=40&v=4,rmariano,Clean-code-in-Python
410,bolgebrygg/Force-2020-Machine-Learning-competition,152,https://avatars.githubusercontent.com/u/31854635?s=40&v=4,bolgebrygg,Force-2020-Machine-Learning-competition
411,stanford-iprl-lab/torchfilter,152,https://avatars.githubusercontent.com/u/35672550?s=40&v=4,stanford-iprl-lab,torchfilter
412,suned/pfun,150,https://avatars.githubusercontent.com/u/1228354?s=40&v=4,suned,pfun
413,jemisjoky/TorchMPS,150,https://avatars.githubusercontent.com/u/34627620?s=40&v=4,jemisjoky,TorchMPS
414,ADGEfficiency/teaching-monolith,149,https://avatars.githubusercontent.com/u/24447881?s=40&v=4,ADGEfficiency,teaching-monolith
415,alibaba/TorchEasyRec,148,https://avatars.githubusercontent.com/u/1961952?s=40&v=4,alibaba,TorchEasyRec
416,ictnlp/TruthX,148,https://avatars.githubusercontent.com/u/45630465?s=40&v=4,ictnlp,TruthX
417,curvefi/brownie-tutorial,148,https://avatars.githubusercontent.com/u/59866658?s=40&v=4,curvefi,brownie-tutorial
418,virantha/bricknil,147,https://avatars.githubusercontent.com/u/5067652?s=40&v=4,virantha,bricknil
419,python-hyper/brotlicffi,147,https://avatars.githubusercontent.com/u/13035907?s=40&v=4,python-hyper,brotlicffi
420,tmb5cg/Fifa-Autobidder,145,https://avatars.githubusercontent.com/u/58413404?s=40&v=4,tmb5cg,Fifa-Autobidder
421,uber/bayesmark,145,https://avatars.githubusercontent.com/u/538264?s=40&v=4,uber,bayesmark
422,satellogic/orbit-predictor,144,https://avatars.githubusercontent.com/u/5545050?s=40&v=4,satellogic,orbit-predictor
423,LLNL/maestrowf,143,https://avatars.githubusercontent.com/u/5921419?s=40&v=4,LLNL,maestrowf
424,mesejo/trrex,143,https://avatars.githubusercontent.com/u/8579156?s=40&v=4,mesejo,trrex
425,alejandro-ao/langchain-ask-csv,142,https://avatars.githubusercontent.com/u/18406448?s=40&v=4,alejandro-ao,langchain-ask-csv
426,chainflag/solidctf,142,https://avatars.githubusercontent.com/u/80571913?s=40&v=4,chainflag,solidctf
427,Python-Fuzzylogic/fuzzylogic,142,https://avatars.githubusercontent.com/u/136064262?s=40&v=4,Python-Fuzzylogic,fuzzylogic
428,binaryornot/binaryornot,141,https://avatars.githubusercontent.com/u/130566187?s=40&v=4,binaryornot,binaryornot
429,arXiv/arxiv-browse,140,https://avatars.githubusercontent.com/u/45442578?s=40&v=4,arXiv,arxiv-browse
430,microsoft/codamosa,138,https://avatars.githubusercontent.com/u/6154722?s=40&v=4,microsoft,codamosa
431,nielstron/quantulum3,138,https://avatars.githubusercontent.com/u/20638630?s=40&v=4,nielstron,quantulum3
432,mangaki/mangaki,138,https://avatars.githubusercontent.com/u/16416680?s=40&v=4,mangaki,mangaki
433,aws-samples/sagemaker-distributed-training-workshop,137,https://avatars.githubusercontent.com/u/8931462?s=40&v=4,aws-samples,sagemaker-distributed-training-workshop
434,ANSSI-FR/eurydice,137,https://avatars.githubusercontent.com/u/1921418?s=40&v=4,ANSSI-FR,eurydice
435,DRMacIver/minithesis,136,https://avatars.githubusercontent.com/u/28623?s=40&v=4,DRMacIver,minithesis
436,jefflai108/pytorch-kaldi-neural-speaker-embeddings,136,https://avatars.githubusercontent.com/u/17834737?s=40&v=4,jefflai108,pytorch-kaldi-neural-speaker-embeddings
437,WZBSocialScienceCenter/geovoronoi,136,https://avatars.githubusercontent.com/u/20353876?s=40&v=4,WZBSocialScienceCenter,geovoronoi
438,janpipek/physt,134,https://avatars.githubusercontent.com/u/92804?s=40&v=4,janpipek,physt
439,patman15/BMS_BLE-HA,131,https://avatars.githubusercontent.com/u/14628713?s=40&v=4,patman15,BMS_BLE-HA
440,equinor/dlisio,129,https://avatars.githubusercontent.com/u/525862?s=40&v=4,equinor,dlisio
441,nanograv/PINT,128,https://avatars.githubusercontent.com/u/1416848?s=40&v=4,nanograv,PINT
442,bqth29/simulated-bifurcation-algorithm,127,https://avatars.githubusercontent.com/u/63302082?s=40&v=4,bqth29,simulated-bifurcation-algorithm
443,OasisLMF/OasisLMF,127,https://avatars.githubusercontent.com/u/8616323?s=40&v=4,OasisLMF,OasisLMF
444,avrae/d20,126,https://avatars.githubusercontent.com/u/37455133?s=40&v=4,avrae,d20
445,ptrus/suffix-trees,126,https://avatars.githubusercontent.com/u/3691472?s=40&v=4,ptrus,suffix-trees
446,Phelimb/BIGSI,126,https://avatars.githubusercontent.com/u/629499?s=40&v=4,Phelimb,BIGSI
447,Sreyan88/GAMA,124,https://avatars.githubusercontent.com/u/36225987?s=40&v=4,Sreyan88,GAMA
448,RAIVNLab/supsup,123,https://avatars.githubusercontent.com/u/63483559?s=40&v=4,RAIVNLab,supsup
449,AIworx-Labs/chocolate,123,https://avatars.githubusercontent.com/u/13833324?s=40&v=4,AIworx-Labs,chocolate
450,promised-ai/lace,122,https://avatars.githubusercontent.com/u/124195324?s=40&v=4,promised-ai,lace
451,scipp/scipp,122,https://avatars.githubusercontent.com/u/47779972?s=40&v=4,scipp,scipp
452,azunre/transfer-learning-for-nlp,122,https://avatars.githubusercontent.com/u/26731191?s=40&v=4,azunre,transfer-learning-for-nlp
453,bessagroup/f3dasm,121,https://avatars.githubusercontent.com/u/64279108?s=40&v=4,bessagroup,f3dasm
454,voidism/Lookback-Lens,120,https://avatars.githubusercontent.com/u/26344602?s=40&v=4,voidism,Lookback-Lens
455,Kharacternyk/barva,120,https://avatars.githubusercontent.com/u/43315801?s=40&v=4,Kharacternyk,barva
456,andrejonasson/dynamic-coattention-network-plus,120,https://avatars.githubusercontent.com/u/22002741?s=40&v=4,andrejonasson,dynamic-coattention-network-plus
457,feldberlin/timething,117,https://avatars.githubusercontent.com/u/73157881?s=40&v=4,feldberlin,timething
458,rgerum/cameratransform,117,https://avatars.githubusercontent.com/u/14153051?s=40&v=4,rgerum,cameratransform
459,arekusandr/last_layer,116,https://avatars.githubusercontent.com/u/164400244?s=40&v=4,arekusandr,last_layer
460,brentspell/torch-yin,114,https://avatars.githubusercontent.com/u/2371833?s=40&v=4,brentspell,torch-yin
461,AdaCore/RecordFlux,113,https://avatars.githubusercontent.com/u/7767877?s=40&v=4,AdaCore,RecordFlux
462,etianen/logot,111,https://avatars.githubusercontent.com/u/148744?s=40&v=4,etianen,logot
463,SEED-platform/seed,111,https://avatars.githubusercontent.com/u/7445100?s=40&v=4,SEED-platform,seed
464,marrink-lab/vermouth-martinize,111,https://avatars.githubusercontent.com/u/33900610?s=40&v=4,marrink-lab,vermouth-martinize
465,xlang-ai/icl-selective-annotation,109,https://avatars.githubusercontent.com/u/128829376?s=40&v=4,xlang-ai,icl-selective-annotation
466,philzook58/knuckledragger,108,https://avatars.githubusercontent.com/u/955389?s=40&v=4,philzook58,knuckledragger
467,mapbox/rio-rgbify,108,https://avatars.githubusercontent.com/u/600935?s=40&v=4,mapbox,rio-rgbify
468,CodyKochmann/battle_tested,108,https://avatars.githubusercontent.com/u/6968406?s=40&v=4,CodyKochmann,battle_tested
469,equinor/resdata,107,https://avatars.githubusercontent.com/u/525862?s=40&v=4,equinor,resdata
470,UCSC-VLAA/SwinMM,107,https://avatars.githubusercontent.com/u/92564714?s=40&v=4,UCSC-VLAA,SwinMM
471,ricklupton/rmscene,107,https://avatars.githubusercontent.com/u/878794?s=40&v=4,ricklupton,rmscene
472,sixty-north/segpy,106,https://avatars.githubusercontent.com/u/12004521?s=40&v=4,sixty-north,segpy
473,mabel-dev/opteryx,105,https://avatars.githubusercontent.com/u/84202451?s=40&v=4,mabel-dev,opteryx
474,single-cell-data/TileDB-SOMA,103,https://avatars.githubusercontent.com/u/96268704?s=40&v=4,single-cell-data,TileDB-SOMA
475,KinjalDas/Inventory-Management-System-Django,103,https://avatars.githubusercontent.com/u/22297134?s=40&v=4,KinjalDas,Inventory-Management-System-Django
476,shreyaspj20/Music-recommendation-system,103,https://avatars.githubusercontent.com/u/56503884?s=40&v=4,shreyaspj20,Music-recommendation-system
477,ArnovanHilten/GenNet,103,https://avatars.githubusercontent.com/u/25904977?s=40&v=4,ArnovanHilten,GenNet
478,Quansight-Labs/ndindex,103,https://avatars.githubusercontent.com/u/42948208?s=40&v=4,Quansight-Labs,ndindex
479,zalando-incubator/transformer,102,https://avatars.githubusercontent.com/u/18533786?s=40&v=4,zalando-incubator,transformer
480,minitorch/Module-0,102,https://avatars.githubusercontent.com/u/69814924?s=40&v=4,minitorch,Module-0
481,iesl/box-embeddings,102,https://avatars.githubusercontent.com/u/1295730?s=40&v=4,iesl,box-embeddings
482,Zac-HD/hypothesmith,102,https://avatars.githubusercontent.com/u/12229877?s=40&v=4,Zac-HD,hypothesmith
483,piccolbo/altair_recipes,101,https://avatars.githubusercontent.com/u/905563?s=40&v=4,piccolbo,altair_recipes
484,EI-CoreBioinformatics/mikado,101,https://avatars.githubusercontent.com/u/43747405?s=40&v=4,EI-CoreBioinformatics,mikado
485,mozilla-releng/balrog,101,https://avatars.githubusercontent.com/u/19614164?s=40&v=4,mozilla-releng,balrog
486,thirdweb-dev/python-sdk,100,https://avatars.githubusercontent.com/u/79496167?s=40&v=4,thirdweb-dev,python-sdk
487,Soombit-ai/cxr-clip,100,https://avatars.githubusercontent.com/u/179809979?s=40&v=4,Soombit-ai,cxr-clip
488,924973292/EDITOR,100,https://avatars.githubusercontent.com/u/89966785?s=40&v=4,924973292,EDITOR
489,jdlorimer/chinese-support-redux,100,https://avatars.githubusercontent.com/u/24988028?s=40&v=4,jdlorimer,chinese-support-redux
490,mv/fundamentus-api,100,https://avatars.githubusercontent.com/u/41629?s=40&v=4,mv,fundamentus-api
491,tjltjl/plycutter,100,https://avatars.githubusercontent.com/u/2869853?s=40&v=4,tjltjl,plycutter
492,elmotec/circlify,100,https://avatars.githubusercontent.com/u/1107551?s=40&v=4,elmotec,circlify
493,giotto-ai/giotto-time,100,https://avatars.githubusercontent.com/u/57436326?s=40&v=4,giotto-ai,giotto-time
